nohup: ignoring input
 Simulation of RV_0.001_smallD, simulation tag : 4
 Advancement : 96.2 % done in 1042.43s.
 Advancement : 96.2 % done in 1042.61s.
 Advancement : 96.2 % done in 1042.76s.
 Advancement : 96.2 % done in 1042.98s.
 Advancement : 96.3 % done in 1043.08s.
 Advancement : 96.3 % done in 1043.25s.
 Advancement : 96.3 % done in 1043.58s.
 Advancement : 96.3 % done in 1043.72s.
 Advancement : 96.3 % done in 1043.83s.
 Advancement : 96.4 % done in 1043.91s.
 Advancement : 96.4 % done in 1044.00s.
 Advancement : 96.4 % done in 1044.20s.
 Advancement : 96.4 % done in 1044.31s.
 Advancement : 96.4 % done in 1044.47s.
 Advancement : 96.5 % done in 1044.98s.
 Advancement : 96.5 % done in 1045.41s.
 Advancement : 96.5 % done in 1045.51s.
 Advancement : 96.5 % done in 1046.00s.
 Advancement : 96.5 % done in 1046.08s.
 Advancement : 96.6 % done in 1046.73s.
 Advancement : 96.6 % done in 1046.83s.
 Advancement : 96.6 % done in 1046.90s.
 Advancement : 96.6 % done in 1047.07s.
 Advancement : 96.6 % done in 1047.18s.
 Advancement : 96.7 % done in 1047.37s.
 Advancement : 96.7 % done in 1047.59s.
 Advancement : 96.7 % done in 1047.70s.
 Advancement : 96.7 % done in 1048.13s.
 Advancement : 96.7 % done in 1048.20s.
 Advancement : 96.8 % done in 1048.26s.
 Advancement : 96.8 % done in 1048.33s.
 Advancement : 96.8 % done in 1048.46s.
 Advancement : 96.8 % done in 1048.76s.
 Advancement : 96.8 % done in 1048.80s.
 Advancement : 96.9 % done in 1048.85s.
 Advancement : 96.9 % done in 1049.28s.
 Advancement : 96.9 % done in 1049.55s.
 Advancement : 96.9 % done in 1049.81s.
 Advancement : 96.9 % done in 1049.95s.
 Advancement : 97.0 % done in 1050.26s.
 Advancement : 97.0 % done in 1050.49s.
 Advancement : 97.0 % done in 1050.63s.
 Advancement : 97.0 % done in 1051.05s.
 Advancement : 97.0 % done in 1051.40s.
 Advancement : 97.1 % done in 1051.94s.
 Advancement : 97.1 % done in 1052.12s.
 Advancement : 97.1 % done in 1052.35s.
 Advancement : 97.1 % done in 1052.55s.
 Advancement : 97.1 % done in 1052.79s.
 Advancement : 97.2 % done in 1052.99s.
 Advancement : 97.2 % done in 1053.08s.
 Advancement : 97.2 % done in 1053.12s.
 Advancement : 97.2 % done in 1053.22s.
 Advancement : 97.2 % done in 1053.23s.
 Advancement : 97.3 % done in 1053.36s.
 Advancement : 97.3 % done in 1053.41s.
 Advancement : 97.3 % done in 1053.44s.
 Advancement : 97.3 % done in 1053.52s.
 Advancement : 97.3 % done in 1053.58s.
 Advancement : 97.4 % done in 1053.89s.
 Advancement : 97.4 % done in 1053.99s.
 Advancement : 97.4 % done in 1054.14s.
 Advancement : 97.4 % done in 1054.24s.
 Advancement : 97.4 % done in 1054.81s.
 Advancement : 97.5 % done in 1054.87s.
 Advancement : 97.5 % done in 1055.16s.
 Advancement : 97.5 % done in 1055.40s.
 Advancement : 97.5 % done in 1055.50s.
 Advancement : 97.5 % done in 1055.65s.
 Advancement : 97.6 % done in 1055.71s.
 Advancement : 97.6 % done in 1056.35s.
 Advancement : 97.6 % done in 1056.82s.
 Advancement : 97.6 % done in 1057.02s.
 Advancement : 97.6 % done in 1057.03s.
 Advancement : 97.7 % done in 1057.24s.
 Advancement : 97.7 % done in 1057.29s.
 Advancement : 97.7 % done in 1057.82s.
 Advancement : 97.7 % done in 1057.99s.
 Advancement : 97.7 % done in 1058.32s.
 Advancement : 97.8 % done in 1058.42s.
 Advancement : 97.8 % done in 1058.55s.
 Advancement : 97.8 % done in 1058.61s.
 Advancement : 97.8 % done in 1058.96s.
 Advancement : 97.8 % done in 1059.47s.
 Advancement : 97.9 % done in 1059.53s.
 Advancement : 97.9 % done in 1059.57s.
 Advancement : 97.9 % done in 1060.49s.
 Advancement : 97.9 % done in 1060.55s.
 Advancement : 97.9 % done in 1060.90s.
 Advancement : 98.0 % done in 1061.09s.
 Advancement : 98.0 % done in 1061.43s.
 Advancement : 98.0 % done in 1061.76s.
 Advancement : 98.0 % done in 1061.88s.
 Advancement : 98.0 % done in 1061.97s.
 Advancement : 98.1 % done in 1062.01s.
 Advancement : 98.1 % done in 1062.17s.
 Advancement : 98.1 % done in 1062.40s.
 Advancement : 98.1 % done in 1062.87s.
 Advancement : 98.1 % done in 1063.05s.
 Advancement : 98.2 % done in 1063.40s.
 Advancement : 98.2 % done in 1063.61s.
 Advancement : 98.2 % done in 1063.96s.
 Advancement : 98.2 % done in 1064.02s.
 Advancement : 98.2 % done in 1064.19s.
 Advancement : 98.3 % done in 1064.42s.
 Advancement : 98.3 % done in 1064.55s.
 Advancement : 98.3 % done in 1064.72s.
 Advancement : 98.3 % done in 1064.88s.
 Advancement : 98.3 % done in 1064.99s.
 Advancement : 98.4 % done in 1065.59s.
 Advancement : 98.4 % done in 1065.69s.
 Advancement : 98.4 % done in 1066.23s.
 Advancement : 98.4 % done in 1066.56s.
 Advancement : 98.4 % done in 1066.61s.
 Advancement : 98.5 % done in 1066.98s.
 Advancement : 98.5 % done in 1067.30s.
 Advancement : 98.5 % done in 1067.32s.
 Advancement : 98.5 % done in 1067.91s.
 Advancement : 98.5 % done in 1067.98s.
 Advancement : 98.6 % done in 1068.18s.
 Advancement : 98.6 % done in 1068.60s.
 Advancement : 98.6 % done in 1068.65s.
 Advancement : 98.6 % done in 1069.00s.
 Advancement : 98.6 % done in 1069.09s.
 Advancement : 98.7 % done in 1069.19s.
 Advancement : 98.7 % done in 1069.35s.
 Advancement : 98.7 % done in 1069.90s.
 Advancement : 98.7 % done in 1070.41s.
 Advancement : 98.7 % done in 1070.64s.
 Advancement : 98.8 % done in 1070.87s.
 Advancement : 98.8 % done in 1070.97s.
 Advancement : 98.8 % done in 1071.29s.
 Advancement : 98.8 % done in 1071.44s.
 Advancement : 98.8 % done in 1071.53s.
 Advancement : 98.9 % done in 1071.69s.
 Advancement : 98.9 % done in 1072.00s.
 Advancement : 98.9 % done in 1072.04s.
 Advancement : 98.9 % done in 1072.18s.
 Advancement : 98.9 % done in 1072.30s.
 Advancement : 99.0 % done in 1072.45s.
 Advancement : 99.0 % done in 1072.63s.
 Advancement : 99.0 % done in 1072.72s.
 Advancement : 99.0 % done in 1073.16s.
 Advancement : 99.0 % done in 1073.30s.
 Advancement : 99.1 % done in 1073.42s.
 Advancement : 99.1 % done in 1073.76s.
 Advancement : 99.1 % done in 1074.89s.
 Advancement : 99.1 % done in 1075.00s.
 Advancement : 99.1 % done in 1075.10s.
 Advancement : 99.2 % done in 1075.59s.
 Advancement : 99.2 % done in 1075.63s.
 Advancement : 99.2 % done in 1075.87s.
 Advancement : 99.2 % done in 1076.01s.
 Advancement : 99.2 % done in 1076.02s.
 Advancement : 99.3 % done in 1076.07s.
 Advancement : 99.3 % done in 1076.28s.
 Advancement : 99.3 % done in 1076.42s.
 Advancement : 99.3 % done in 1076.57s.
 Advancement : 99.3 % done in 1076.91s.
 Advancement : 99.4 % done in 1077.02s.
 Advancement : 99.4 % done in 1077.16s.
 Advancement : 99.4 % done in 1077.28s.
 Advancement : 99.4 % done in 1077.36s.
 Advancement : 99.4 % done in 1077.56s.
 Advancement : 99.5 % done in 1077.82s.
 Advancement : 99.5 % done in 1077.89s.
 Advancement : 99.5 % done in 1078.50s.
 Advancement : 99.5 % done in 1078.83s.
 Advancement : 99.5 % done in 1079.32s.
 Advancement : 99.6 % done in 1079.43s.
 Advancement : 99.6 % done in 1079.64s.
 Advancement : 99.6 % done in 1080.06s.
 Advancement : 99.6 % done in 1080.36s.
 Advancement : 99.6 % done in 1080.40s.
 Advancement : 99.7 % done in 1081.08s.
 Advancement : 99.7 % done in 1081.18s.
 Advancement : 99.7 % done in 1081.25s.
 Advancement : 99.7 % done in 1081.33s.
 Advancement : 99.7 % done in 1081.39s.
 Advancement : 99.8 % done in 1081.51s.
 Advancement : 99.8 % done in 1081.84s.
 Advancement : 99.8 % done in 1081.93s.
 Advancement : 99.8 % done in 1082.18s.
 Advancement : 99.8 % done in 1082.42s.
 Advancement : 99.9 % done in 1082.48s.
 Advancement : 99.9 % done in 1082.74s.
 Advancement : 99.9 % done in 1083.08s.
 Advancement : 99.9 % done in 1083.20s.
 Advancement : 99.9 % done in 1083.52s.
 Advancement : 100.0 % done in 1083.65s.
 Advancement : 100.0 % done in 1083.86s.
 Advancement : 100.0 % done in 1084.11s.End
Saving samples
Start of the run number of samples : 5000

 Advancement : 0.0 % done in 0.24s.
 Advancement : 0.0 % done in 0.29s.
 Advancement : 0.1 % done in 0.46s.
 Advancement : 0.1 % done in 0.47s.
 Advancement : 0.1 % done in 0.88s.
 Advancement : 0.1 % done in 1.04s.
 Advancement : 0.1 % done in 1.13s.
 Advancement : 0.2 % done in 1.78s.
 Advancement : 0.2 % done in 2.05s.
 Advancement : 0.2 % done in 2.05s.
 Advancement : 0.2 % done in 2.16s.
 Advancement : 0.2 % done in 2.40s.
 Advancement : 0.3 % done in 2.51s.
 Advancement : 0.3 % done in 2.66s.
 Advancement : 0.3 % done in 3.05s.
 Advancement : 0.3 % done in 3.07s.
 Advancement : 0.3 % done in 3.30s.
 Advancement : 0.4 % done in 3.53s.
 Advancement : 0.4 % done in 4.27s.
 Advancement : 0.4 % done in 4.33s.
 Advancement : 0.4 % done in 4.58s.
 Advancement : 0.4 % done in 4.58s.
 Advancement : 0.5 % done in 4.80s.
 Advancement : 0.5 % done in 5.01s.
 Advancement : 0.5 % done in 5.17s.
 Advancement : 0.5 % done in 5.59s.
 Advancement : 0.5 % done in 5.85s.
 Advancement : 0.6 % done in 6.32s.
 Advancement : 0.6 % done in 6.66s.
 Advancement : 0.6 % done in 6.76s.
 Advancement : 0.6 % done in 6.99s.
 Advancement : 0.6 % done in 7.28s.
 Advancement : 0.7 % done in 7.66s.
 Advancement : 0.7 % done in 7.94s.
 Advancement : 0.7 % done in 8.03s.
 Advancement : 0.7 % done in 8.12s.
 Advancement : 0.7 % done in 8.22s.
 Advancement : 0.8 % done in 8.47s.
 Advancement : 0.8 % done in 8.76s.
 Advancement : 0.8 % done in 9.48s.
 Advancement : 0.8 % done in 9.80s.
 Advancement : 0.8 % done in 10.08s.
 Advancement : 0.9 % done in 10.18s.
 Advancement : 0.9 % done in 10.44s.
 Advancement : 0.9 % done in 10.46s.
 Advancement : 0.9 % done in 10.49s.
 Advancement : 0.9 % done in 10.92s.
 Advancement : 1.0 % done in 11.04s.
 Advancement : 1.0 % done in 11.22s.
 Advancement : 1.0 % done in 11.50s.
 Advancement : 1.0 % done in 11.60s.
 Advancement : 1.0 % done in 11.72s.
 Advancement : 1.1 % done in 11.79s.
 Advancement : 1.1 % done in 12.14s.
 Advancement : 1.1 % done in 12.21s.
 Advancement : 1.1 % done in 12.45s.
 Advancement : 1.1 % done in 12.57s.
 Advancement : 1.2 % done in 12.64s.
 Advancement : 1.2 % done in 12.96s.
 Advancement : 1.2 % done in 13.07s.
 Advancement : 1.2 % done in 13.40s.
 Advancement : 1.2 % done in 13.53s.
 Advancement : 1.3 % done in 13.98s.
 Advancement : 1.3 % done in 14.12s.
 Advancement : 1.3 % done in 14.26s.
 Advancement : 1.3 % done in 14.49s.
 Advancement : 1.3 % done in 14.69s.
 Advancement : 1.4 % done in 14.77s.
 Advancement : 1.4 % done in 14.88s.
 Advancement : 1.4 % done in 14.90s.
 Advancement : 1.4 % done in 15.19s.
 Advancement : 1.4 % done in 15.24s.
 Advancement : 1.5 % done in 15.30s.
 Advancement : 1.5 % done in 15.55s.
 Advancement : 1.5 % done in 15.75s.
 Advancement : 1.5 % done in 15.86s.
 Advancement : 1.5 % done in 16.19s.
 Advancement : 1.6 % done in 16.33s.
 Advancement : 1.6 % done in 16.42s.
 Advancement : 1.6 % done in 16.74s.
 Advancement : 1.6 % done in 17.03s.
 Advancement : 1.6 % done in 18.06s.
 Advancement : 1.7 % done in 18.19s.
 Advancement : 1.7 % done in 18.50s.
 Advancement : 1.7 % done in 18.57s.
 Advancement : 1.7 % done in 18.65s.
 Advancement : 1.7 % done in 19.05s.
 Advancement : 1.8 % done in 19.24s.
 Advancement : 1.8 % done in 19.36s.
 Advancement : 1.8 % done in 19.55s.
 Advancement : 1.8 % done in 19.71s.
 Advancement : 1.8 % done in 19.79s.
 Advancement : 1.9 % done in 20.06s.
 Advancement : 1.9 % done in 20.14s.
 Advancement : 1.9 % done in 20.53s.
 Advancement : 1.9 % done in 20.61s.
 Advancement : 1.9 % done in 20.84s.
 Advancement : 2.0 % done in 20.98s.
 Advancement : 2.0 % done in 21.17s.
 Advancement : 2.0 % done in 21.22s.
 Advancement : 2.0 % done in 21.27s.
 Advancement : 2.0 % done in 21.50s.
 Advancement : 2.1 % done in 22.38s.
 Advancement : 2.1 % done in 22.43s.
 Advancement : 2.1 % done in 23.07s.
 Advancement : 2.1 % done in 23.38s.
 Advancement : 2.1 % done in 23.51s.
 Advancement : 2.2 % done in 23.56s.
 Advancement : 2.2 % done in 23.71s.
 Advancement : 2.2 % done in 23.90s.
 Advancement : 2.2 % done in 24.04s.
 Advancement : 2.2 % done in 24.09s.
 Advancement : 2.3 % done in 24.14s.
 Advancement : 2.3 % done in 24.33s.
 Advancement : 2.3 % done in 24.74s.
 Advancement : 2.3 % done in 24.97s.
 Advancement : 2.3 % done in 25.12s.
 Advancement : 2.4 % done in 25.58s.
 Advancement : 2.4 % done in 25.69s.
 Advancement : 2.4 % done in 26.72s.
 Advancement : 2.4 % done in 26.84s.
 Advancement : 2.4 % done in 27.03s.
 Advancement : 2.5 % done in 27.24s.
 Advancement : 2.5 % done in 27.43s.
 Advancement : 2.5 % done in 27.52s.
 Advancement : 2.5 % done in 27.59s.
 Advancement : 2.5 % done in 27.79s.
 Advancement : 2.6 % done in 27.90s.
 Advancement : 2.6 % done in 28.09s.
 Advancement : 2.6 % done in 28.21s.
 Advancement : 2.6 % done in 28.53s.
 Advancement : 2.6 % done in 28.65s.
 Advancement : 2.7 % done in 28.79s.
 Advancement : 2.7 % done in 29.17s.
 Advancement : 2.7 % done in 29.33s.
 Advancement : 2.7 % done in 29.44s.
 Advancement : 2.7 % done in 30.24s.
 Advancement : 2.8 % done in 30.45s.
 Advancement : 2.8 % done in 30.72s.
 Advancement : 2.8 % done in 31.14s.
 Advancement : 2.8 % done in 31.24s.
 Advancement : 2.8 % done in 31.86s.
 Advancement : 2.9 % done in 32.03s.
 Advancement : 2.9 % done in 32.32s.
 Advancement : 2.9 % done in 32.38s.
 Advancement : 2.9 % done in 32.52s.
 Advancement : 2.9 % done in 33.04s.
 Advancement : 3.0 % done in 33.20s.
 Advancement : 3.0 % done in 33.29s.
 Advancement : 3.0 % done in 33.47s.
 Advancement : 3.0 % done in 34.44s.
 Advancement : 3.0 % done in 34.56s.
 Advancement : 3.1 % done in 34.71s.
 Advancement : 3.1 % done in 34.96s.
 Advancement : 3.1 % done in 35.55s.
 Advancement : 3.1 % done in 35.64s.
 Advancement : 3.1 % done in 35.70s.
 Advancement : 3.2 % done in 35.89s.
 Advancement : 3.2 % done in 35.98s.
 Advancement : 3.2 % done in 36.39s.
 Advancement : 3.2 % done in 36.44s.
 Advancement : 3.2 % done in 36.68s.
 Advancement : 3.3 % done in 36.75s.
 Advancement : 3.3 % done in 37.16s.
 Advancement : 3.3 % done in 37.69s.
 Advancement : 3.3 % done in 37.90s.
 Advancement : 3.3 % done in 38.08s.
 Advancement : 3.4 % done in 38.29s.
 Advancement : 3.4 % done in 38.64s.
 Advancement : 3.4 % done in 38.72s.
 Advancement : 3.4 % done in 39.25s.
 Advancement : 3.4 % done in 39.39s.
 Advancement : 3.5 % done in 39.84s.
 Advancement : 3.5 % done in 39.99s.
 Advancement : 3.5 % done in 40.58s.
 Advancement : 3.5 % done in 40.72s.
 Advancement : 3.5 % done in 41.22s.
 Advancement : 3.6 % done in 41.27s.
 Advancement : 3.6 % done in 41.71s.
 Advancement : 3.6 % done in 42.24s.
 Advancement : 3.6 % done in 42.65s.
 Advancement : 3.6 % done in 42.80s.
 Advancement : 3.7 % done in 43.01s.
 Advancement : 3.7 % done in 43.26s.
 Advancement : 3.7 % done in 43.32s.
 Advancement : 3.7 % done in 43.41s.
 Advancement : 3.7 % done in 43.57s.
 Advancement : 3.8 % done in 43.85s.
 Advancement : 3.8 % done in 43.88s.
 Advancement : 3.8 % done in 44.31s.
 Advancement : 3.8 % done in 44.41s.
 Advancement : 3.8 % done in 44.67s.
 Advancement : 3.9 % done in 44.72s.
 Advancement : 3.9 % done in 45.07s.
 Advancement : 3.9 % done in 45.19s.
 Advancement : 3.9 % done in 45.26s.
 Advancement : 3.9 % done in 45.48s.
 Advancement : 4.0 % done in 45.51s.
 Advancement : 4.0 % done in 45.55s.
 Advancement : 4.0 % done in 45.84s.
 Advancement : 4.0 % done in 45.88s.
 Advancement : 4.0 % done in 45.94s.
 Advancement : 4.1 % done in 46.05s.
 Advancement : 4.1 % done in 46.20s.
 Advancement : 4.1 % done in 46.46s.
 Advancement : 4.1 % done in 46.49s.
 Advancement : 4.1 % done in 46.74s.
 Advancement : 4.2 % done in 46.79s.
 Advancement : 4.2 % done in 46.81s.
 Advancement : 4.2 % done in 46.86s.
 Advancement : 4.2 % done in 47.07s.
 Advancement : 4.2 % done in 47.13s.
 Advancement : 4.3 % done in 47.34s.
 Advancement : 4.3 % done in 48.22s.
 Advancement : 4.3 % done in 48.31s.
 Advancement : 4.3 % done in 48.42s.
 Advancement : 4.3 % done in 48.86s.
 Advancement : 4.4 % done in 49.15s.
 Advancement : 4.4 % done in 49.44s.
 Advancement : 4.4 % done in 49.64s.
 Advancement : 4.4 % done in 49.74s.
 Advancement : 4.4 % done in 49.86s.
 Advancement : 4.5 % done in 50.04s.
 Advancement : 4.5 % done in 50.75s.
 Advancement : 4.5 % done in 51.11s.
 Advancement : 4.5 % done in 51.45s.
 Advancement : 4.5 % done in 51.52s.
 Advancement : 4.6 % done in 52.15s.
 Advancement : 4.6 % done in 52.57s.
 Advancement : 4.6 % done in 53.32s.
 Advancement : 4.6 % done in 53.57s.
 Advancement : 4.6 % done in 53.74s.
 Advancement : 4.7 % done in 54.07s.
 Advancement : 4.7 % done in 54.12s.
 Advancement : 4.7 % done in 54.21s.
 Advancement : 4.7 % done in 54.23s.
 Advancement : 4.7 % done in 54.38s.
 Advancement : 4.8 % done in 54.60s.
 Advancement : 4.8 % done in 54.76s.
 Advancement : 4.8 % done in 54.91s.
 Advancement : 4.8 % done in 55.05s.
 Advancement : 4.8 % done in 55.08s.
 Advancement : 4.9 % done in 55.64s.
 Advancement : 4.9 % done in 55.69s.
 Advancement : 4.9 % done in 55.89s.
 Advancement : 4.9 % done in 55.95s.
 Advancement : 4.9 % done in 56.08s.
 Advancement : 5.0 % done in 56.24s.
 Advancement : 5.0 % done in 56.38s.
 Advancement : 5.0 % done in 56.51s.
 Advancement : 5.0 % done in 56.67s.
 Advancement : 5.0 % done in 56.91s.
 Advancement : 5.1 % done in 57.02s.
 Advancement : 5.1 % done in 57.06s.
 Advancement : 5.1 % done in 57.22s.
 Advancement : 5.1 % done in 57.35s.
 Advancement : 5.1 % done in 57.41s.
 Advancement : 5.2 % done in 57.46s.
 Advancement : 5.2 % done in 57.76s.
 Advancement : 5.2 % done in 57.89s.
 Advancement : 5.2 % done in 58.18s.
 Advancement : 5.2 % done in 58.45s.
 Advancement : 5.3 % done in 59.27s.
 Advancement : 5.3 % done in 59.68s.
 Advancement : 5.3 % done in 59.80s.
 Advancement : 5.3 % done in 59.95s.
 Advancement : 5.3 % done in 60.06s.
 Advancement : 5.4 % done in 60.22s.
 Advancement : 5.4 % done in 60.32s.
 Advancement : 5.4 % done in 60.95s.
 Advancement : 5.4 % done in 61.64s.
 Advancement : 5.4 % done in 61.77s.
 Advancement : 5.5 % done in 61.98s.
 Advancement : 5.5 % done in 62.74s.
 Advancement : 5.5 % done in 62.93s.
 Advancement : 5.5 % done in 63.09s.
 Advancement : 5.5 % done in 64.19s.
 Advancement : 5.6 % done in 64.30s.
 Advancement : 5.6 % done in 64.41s.
 Advancement : 5.6 % done in 64.53s.
 Advancement : 5.6 % done in 64.80s.
 Advancement : 5.6 % done in 64.89s.
 Advancement : 5.7 % done in 64.94s.
 Advancement : 5.7 % done in 65.20s.
 Advancement : 5.7 % done in 65.26s.
 Advancement : 5.7 % done in 65.29s.
 Advancement : 5.7 % done in 65.82s.
 Advancement : 5.8 % done in 65.94s.
 Advancement : 5.8 % done in 66.03s.
 Advancement : 5.8 % done in 66.35s.
 Advancement : 5.8 % done in 66.57s.
 Advancement : 5.8 % done in 67.12s.
 Advancement : 5.9 % done in 67.23s.
 Advancement : 5.9 % done in 67.52s.
 Advancement : 5.9 % done in 67.68s.
 Advancement : 5.9 % done in 67.73s.
 Advancement : 5.9 % done in 68.07s.
 Advancement : 6.0 % done in 68.31s.
 Advancement : 6.0 % done in 68.46s.
 Advancement : 6.0 % done in 68.56s.
 Advancement : 6.0 % done in 68.62s.
 Advancement : 6.0 % done in 68.80s.
 Advancement : 6.1 % done in 69.15s.
 Advancement : 6.1 % done in 69.19s.
 Advancement : 6.1 % done in 69.26s.
 Advancement : 6.1 % done in 69.29s.
 Advancement : 6.1 % done in 69.69s.
 Advancement : 6.2 % done in 69.84s.
 Advancement : 6.2 % done in 70.06s.
 Advancement : 6.2 % done in 70.20s.
 Advancement : 6.2 % done in 71.29s.
 Advancement : 6.2 % done in 71.49s.
 Advancement : 6.3 % done in 71.53s.
 Advancement : 6.3 % done in 71.94s.
 Advancement : 6.3 % done in 71.99s.
 Advancement : 6.3 % done in 72.25s.
 Advancement : 6.3 % done in 72.42s.
 Advancement : 6.4 % done in 72.55s.
 Advancement : 6.4 % done in 72.86s.
 Advancement : 6.4 % done in 73.05s.
 Advancement : 6.4 % done in 73.57s.
 Advancement : 6.4 % done in 73.72s.
 Advancement : 6.5 % done in 73.78s.
 Advancement : 6.5 % done in 73.97s.
 Advancement : 6.5 % done in 74.28s.
 Advancement : 6.5 % done in 74.56s.
 Advancement : 6.5 % done in 74.63s.
 Advancement : 6.6 % done in 74.84s.
 Advancement : 6.6 % done in 74.86s.
 Advancement : 6.6 % done in 74.92s.
 Advancement : 6.6 % done in 75.10s.
 Advancement : 6.6 % done in 75.23s.
 Advancement : 6.7 % done in 75.41s.
 Advancement : 6.7 % done in 75.51s.
 Advancement : 6.7 % done in 75.59s.
 Advancement : 6.7 % done in 75.93s.
 Advancement : 6.7 % done in 76.11s.
 Advancement : 6.8 % done in 76.24s.
 Advancement : 6.8 % done in 76.38s.
 Advancement : 6.8 % done in 76.71s.
 Advancement : 6.8 % done in 76.85s.
 Advancement : 6.8 % done in 77.05s.
 Advancement : 6.9 % done in 77.15s.
 Advancement : 6.9 % done in 77.36s.
 Advancement : 6.9 % done in 77.70s.
 Advancement : 6.9 % done in 77.79s.
 Advancement : 6.9 % done in 78.06s.
 Advancement : 7.0 % done in 78.36s.
 Advancement : 7.0 % done in 78.44s.
 Advancement : 7.0 % done in 78.48s.
 Advancement : 7.0 % done in 78.98s.
 Advancement : 7.0 % done in 79.14s.
 Advancement : 7.1 % done in 79.39s.
 Advancement : 7.1 % done in 79.86s.
 Advancement : 7.1 % done in 79.90s.
 Advancement : 7.1 % done in 80.12s.
 Advancement : 7.1 % done in 80.50s.
 Advancement : 7.2 % done in 80.57s.
 Advancement : 7.2 % done in 80.63s.
 Advancement : 7.2 % done in 81.07s.
 Advancement : 7.2 % done in 81.09s.
 Advancement : 7.2 % done in 81.25s.
 Advancement : 7.3 % done in 81.34s.
 Advancement : 7.3 % done in 81.42s.
 Advancement : 7.3 % done in 81.58s.
 Advancement : 7.3 % done in 81.73s.
 Advancement : 7.3 % done in 81.98s.
 Advancement : 7.4 % done in 82.37s.
 Advancement : 7.4 % done in 82.43s.
 Advancement : 7.4 % done in 82.91s.
 Advancement : 7.4 % done in 83.27s.
 Advancement : 7.4 % done in 83.58s.
 Advancement : 7.5 % done in 83.65s.
 Advancement : 7.5 % done in 84.05s.
 Advancement : 7.5 % done in 84.11s.
 Advancement : 7.5 % done in 84.41s.
 Advancement : 7.5 % done in 84.48s.
 Advancement : 7.6 % done in 84.52s.
 Advancement : 7.6 % done in 84.81s.
 Advancement : 7.6 % done in 84.86s.
 Advancement : 7.6 % done in 85.08s.
 Advancement : 7.6 % done in 85.41s.
 Advancement : 7.7 % done in 85.58s.
 Advancement : 7.7 % done in 85.78s.
 Advancement : 7.7 % done in 85.89s.
 Advancement : 7.7 % done in 85.92s.
 Advancement : 7.7 % done in 86.12s.
 Advancement : 7.8 % done in 86.22s.
 Advancement : 7.8 % done in 86.49s.
 Advancement : 7.8 % done in 86.99s.
 Advancement : 7.8 % done in 87.30s.
 Advancement : 7.8 % done in 87.36s.
 Advancement : 7.9 % done in 87.53s.
 Advancement : 7.9 % done in 87.97s.
 Advancement : 7.9 % done in 88.02s.
 Advancement : 7.9 % done in 88.36s.
 Advancement : 7.9 % done in 88.66s.
 Advancement : 8.0 % done in 89.03s.
 Advancement : 8.0 % done in 89.21s.
 Advancement : 8.0 % done in 89.38s.
 Advancement : 8.0 % done in 89.50s.
 Advancement : 8.0 % done in 90.03s.
 Advancement : 8.1 % done in 90.11s.
 Advancement : 8.1 % done in 90.61s.
 Advancement : 8.1 % done in 91.01s.
 Advancement : 8.1 % done in 91.33s.
 Advancement : 8.1 % done in 91.58s.
 Advancement : 8.2 % done in 91.87s.
 Advancement : 8.2 % done in 92.07s.
 Advancement : 8.2 % done in 92.33s.
 Advancement : 8.2 % done in 92.86s.
 Advancement : 8.2 % done in 93.28s.
 Advancement : 8.3 % done in 94.03s.
 Advancement : 8.3 % done in 94.57s.
 Advancement : 8.3 % done in 95.38s.
 Advancement : 8.3 % done in 95.41s.
 Advancement : 8.3 % done in 95.46s.
 Advancement : 8.4 % done in 96.35s.
 Advancement : 8.4 % done in 96.37s.
 Advancement : 8.4 % done in 96.50s.
 Advancement : 8.4 % done in 96.64s.
 Advancement : 8.4 % done in 97.09s.
 Advancement : 8.5 % done in 97.18s.
 Advancement : 8.5 % done in 97.23s.
 Advancement : 8.5 % done in 97.34s.
 Advancement : 8.5 % done in 97.59s.
 Advancement : 8.5 % done in 97.71s.
 Advancement : 8.6 % done in 97.88s.
 Advancement : 8.6 % done in 98.11s.
 Advancement : 8.6 % done in 98.21s.
 Advancement : 8.6 % done in 98.44s.
 Advancement : 8.6 % done in 98.56s.
 Advancement : 8.7 % done in 98.62s.
 Advancement : 8.7 % done in 98.75s.
 Advancement : 8.7 % done in 98.95s.
 Advancement : 8.7 % done in 99.22s.
 Advancement : 8.7 % done in 99.42s.
 Advancement : 8.8 % done in 99.76s.
 Advancement : 8.8 % done in 99.91s.
 Advancement : 8.8 % done in 100.06s.
 Advancement : 8.8 % done in 100.08s.
 Advancement : 8.8 % done in 100.40s.
 Advancement : 8.9 % done in 100.53s.
 Advancement : 8.9 % done in 100.57s.
 Advancement : 8.9 % done in 100.80s.
 Advancement : 8.9 % done in 101.47s.
 Advancement : 8.9 % done in 101.71s.
 Advancement : 9.0 % done in 101.90s.
 Advancement : 9.0 % done in 102.01s.
 Advancement : 9.0 % done in 102.09s.
 Advancement : 9.0 % done in 102.29s.
 Advancement : 9.0 % done in 102.63s.
 Advancement : 9.1 % done in 102.72s.
 Advancement : 9.1 % done in 102.91s.
 Advancement : 9.1 % done in 102.99s.
 Advancement : 9.1 % done in 103.21s.
 Advancement : 9.1 % done in 103.30s.
 Advancement : 9.2 % done in 103.53s.
 Advancement : 9.2 % done in 103.69s.
 Advancement : 9.2 % done in 103.92s.
 Advancement : 9.2 % done in 104.10s.
 Advancement : 9.2 % done in 104.54s.
